"","ensembl_gene_id","external_gene_name","original_ensembl_gene_id","gene_length","gene_biotype","entrezgene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CIR1","ENSG00000138433","CIR1","ENSG00000138433.14",3181,"protein_coding","9541",-0.216297315523917,5.01096509775005,-1.71700267437304,0.0893189429836089,0.154216675350897,-5.78235562642743
"KLHL12","ENSG00000117153","KLHL12","ENSG00000117153.14",3552,"protein_coding","59349",-0.129081199958689,5.55498944812046,-1.71677096784573,0.0893614823741213,0.154254251032146,-5.83031743605263
"GAREM2","ENSG00000157833","GAREM2","ENSG00000157833.11",5939,"protein_coding","150946",0.325876717611763,2.04849274289635,1.71676128138225,0.0893632610892475,0.154254251032146,-5.34254655733637
"TMEM120B","ENSG00000188735","TMEM120B","ENSG00000188735.11",8449,"protein_coding","144404",0.193340056132857,4.09015910587191,1.71660282529533,0.0893923623285664,0.154285013492761,-5.67928429505132
"BAG4","ENSG00000156735","BAG4","ENSG00000156735.9",4809,"protein_coding","9530",0.239455384776296,4.48003080928682,1.71644999253409,0.0894204381641001,0.154313998638476,-5.7336030890833
"CENPP","ENSG00000188312","CENPP","ENSG00000188312.12",9794,"protein_coding","401541",-0.20867321174538,2.57726887805363,-1.71581611184984,0.0895369609877271,0.154490015859888,-5.42381658746405
"NGRN","ENSG00000182768","NGRN","ENSG00000182768.8",7694,"protein_coding","51335",-0.165077277194281,5.03048074807333,-1.71577227131398,0.0895450245457811,0.154490015859888,-5.78938439363027
"MYO19","ENSG00000278259","MYO19","ENSG00000278259.3",13075,"protein_coding","80179",0.178082979601234,6.05394714293324,1.71537650509426,0.0896178444394373,0.154596150364816,-5.86166038947937
"UBE2G1","ENSG00000132388","UBE2G1","ENSG00000132388.11",4539,"protein_coding","7326",0.152242526135551,5.53451853784411,1.71444619394408,0.0897892099613482,0.154872233776964,-5.83687748316542
"SRPRB","ENSG00000144867","SRPRB","ENSG00000144867.10",4180,"protein_coding","58477",-0.137516513556459,6.61113736567575,-1.71375536587845,0.0899166355032609,0.155072467584618,-5.87552149823805
"AKAP10","ENSG00000108599","AKAP10","ENSG00000108599.13",4848,"protein_coding","11216",0.129283202600758,4.38402089867871,1.71351949802966,0.0899601759760821,0.155127998865463,-5.72493654359887
"TRIP10","ENSG00000125733","TRIP10","ENSG00000125733.16",3982,"protein_coding","9322",0.169345445774852,6.13818015919209,1.71320349250547,0.0900185366441887,0.15520906898011,-5.86815161209692
"TOR4A","ENSG00000198113","TOR4A","ENSG00000198113.2",4148,"protein_coding","54863",0.430734227832003,6.34153404634283,1.71289221205458,0.0900760549473592,0.155272562123992,-5.87695774571611
"TMEM143","ENSG00000161558","TMEM143","ENSG00000161558.9",3701,"protein_coding","55260",0.261226462259048,3.03523728679494,1.71288133397003,0.0900780655398359,0.155272562123992,-5.50880465285237
"NFKBIB","ENSG00000104825","NFKBIB","ENSG00000104825.15",2324,"protein_coding","4793",0.183801629386709,5.19142092424591,1.71247802158167,0.0901526355365294,0.155381520774779,-5.81708765487609
"PPP2R1A","ENSG00000105568","PPP2R1A","ENSG00000105568.16",7437,"protein_coding","5518",0.140296067894534,8.60715253011296,1.71234053309836,0.0901780678531788,0.155405771966206,-5.87909022170912
"SDR39U1","ENSG00000100445","SDR39U1","ENSG00000100445.15",3099,"protein_coding","56948",0.217111183568867,2.49747984075059,1.71204344331711,0.0902330429037796,0.155474815602672,-5.4198502825809
"ARPC4","ENSG00000241553","ARPC4","ENSG00000241553.11",3608,"protein_coding","10093",0.131629086772159,7.23303586729939,1.71200118029178,0.0902408657018287,0.155474815602672,-5.88641682802608
"ZBTB7B","ENSG00000160685","ZBTB7B","ENSG00000160685.12",4303,"protein_coding","51043",-0.18718216372732,6.29993688646356,-1.71182964795465,0.0902726216742206,0.155509939453399,-5.87153218691855
"LRRC43","ENSG00000158113","LRRC43","ENSG00000158113.11",2775,"protein_coding","254050",-0.535165178077936,-1.42774213239695,-1.71150913195327,0.0903319836485137,0.155592604501243,-4.95992772365194
"UPF1","ENSG00000005007","UPF1","ENSG00000005007.11",8600,"protein_coding","5976",-0.12612771270881,7.47562248172143,-1.71126949424184,0.0903763872058511,0.155649486804537,-5.88644784225575
"RAD51","ENSG00000051180","RAD51","ENSG00000051180.15",3046,"protein_coding","5888",0.230054433891732,4.23669570882017,1.71087992592362,0.0904486101727774,0.155754260347885,-5.71061191307019
"AKT1S1","ENSG00000204673","AKT1S1","ENSG00000204673.9",5737,"protein_coding","84335",0.171378327958799,6.12942435327549,1.71008541084635,0.0905960534126667,0.15598852197614,-5.87325417178049
"DDX19A","ENSG00000168872","DDX19A","ENSG00000168872.14",8249,"protein_coding","55308",-0.109850987672355,5.40524670874888,-1.70995767479357,0.0906197765323102,0.15600972981862,-5.83178864981535
"KLK10","ENSG00000129451","KLK10","ENSG00000129451.10",3853,"protein_coding","5655",0.908302951232393,4.67880340478266,1.70986020080402,0.090637882802205,0.156021263650712,-5.7722817781883
"B4GALT3","ENSG00000158850","B4GALT3","ENSG00000158850.13",3890,"protein_coding","8703",0.129756821318236,5.75726838674959,1.70962336559334,0.0906818884223749,0.156077371315118,-5.85791228973854
"RECK","ENSG00000122707","RECK","ENSG00000122707.10",6045,"protein_coding","8434",-0.261740764509699,2.3094880407418,-1.7093499478793,0.0907327130423229,0.156145199923615,-5.3914876217489
"KIAA0391","ENSG00000100890","KIAA0391","ENSG00000100890.14",6982,"protein_coding","9692",-0.205959489451458,2.30613988414251,-1.70909616929888,0.0907799078484946,0.156206765574501,-5.39144594908592
"TRIM28","ENSG00000130726","TRIM28","ENSG00000130726.10",4034,"protein_coding","10155",0.175755254288759,8.95510124813562,1.70902735808921,0.0907927080189235,0.156209139658218,-5.88168323612785
"SOBP","ENSG00000112320","SOBP","ENSG00000112320.10",6904,"protein_coding","55084",0.37716023623945,1.88556974524011,1.70837734980472,0.0909136945003201,0.156397624622737,-5.33303688879047
"TMEM200A","ENSG00000164484","TMEM200A","ENSG00000164484.10",6137,"protein_coding","114801",-0.50530411272448,4.23118707087648,-1.70731934551285,0.091110903294231,0.156717169926873,-5.7026800727442
"CD58","ENSG00000116815","CD58","ENSG00000116815.14",1783,"protein_coding","965",-0.177187054998445,3.8685495316753,-1.70721937115534,0.0911295562729867,0.156729544914109,-5.65511116283306
"CLNS1A","ENSG00000074201","CLNS1A","ENSG00000074201.7",4592,"protein_coding","1207",-0.129880780413203,6.5925206373191,-1.70573220378891,0.0914073970487512,0.157187625953334,-5.88872704704117
"MYH15","ENSG00000144821","MYH15","ENSG00000144821.8",7694,"protein_coding","22989",-0.457778221232709,-0.284112466040629,-1.70564894306569,0.0914229727069724,0.157194647477809,-5.07416555628422
"RAB32","ENSG00000118508","RAB32","ENSG00000118508.4",1217,"protein_coding","10981",-0.356884988412614,4.64060674313251,-1.70548275395567,0.091454068335303,0.157228349257199,-5.76545930066958
"NR4A1","ENSG00000123358","NR4A1","ENSG00000123358.18",7295,"protein_coding","3164",-0.413334859256402,6.28107169691576,-1.70444426498068,0.0916485756243705,0.157542945505861,-5.87990929069787
"MTERF3","ENSG00000156469","MTERF3","ENSG00000156469.7",1801,"protein_coding","51001",-0.19000736633521,4.21196558764501,-1.70428597376483,0.0916782529622106,0.157574157328112,-5.71102851919804
"ACY3","ENSG00000132744","ACY3","ENSG00000132744.6",1300,"protein_coding","91703",0.386377615847469,3.24167857657958,1.70308454909622,0.0919037588189825,0.157941903898234,-5.56137040909435
"SMPDL3A","ENSG00000172594","SMPDL3A","ENSG00000172594.11",2349,"protein_coding","10924",0.32950129762017,3.94013468619385,1.70298491915007,0.0919224795493523,0.157954230562317,-5.6789981939753
"LINC00861","ENSG00000245164","LINC00861","ENSG00000245164.5",5724,"lincRNA","100130231",0.497406652917039,-1.33925935759942,1.70246032624018,0.0920211033085696,0.158103837590079,-4.98021862434093
"NAXE","ENSG00000163382","NAXE","ENSG00000163382.10",1933,"protein_coding","128240",0.176415222345489,6.60665145895087,1.70219426367987,0.0920711562255729,0.158169966698491,-5.89804323562256
"ATP5MC2","ENSG00000135390","ATP5MC2","ENSG00000135390.16",3991,"protein_coding","517",0.161167667300524,7.93426542749263,1.70142057423885,0.0922168325509455,0.158400330984784,-5.90231492970527
"C16orf72","ENSG00000182831","C16orf72","ENSG00000182831.10",15875,"protein_coding","29035",-0.139885973828149,5.63385038473046,-1.70123947807318,0.0922509579181057,0.158434129878107,-5.86057792494112
"PREB","ENSG00000138073","PREB","ENSG00000138073.12",3221,"protein_coding","10113",0.124466695052873,6.54587119947321,1.70119322330325,0.092259675718608,0.158434129878107,-5.89795151963984
"SMDT1","ENSG00000183172","SMDT1","ENSG00000183172.8",1731,"protein_coding","91689",0.205459146966805,5.1553360305296,1.70097999728137,0.092299871878029,0.1584832597976,-5.83353745401387
"RAMP2","ENSG00000131477","RAMP2","ENSG00000131477.9",1148,"protein_coding","10266",0.295378623653364,3.04724089719926,1.70074847747169,0.0923435328631575,0.158538325907151,-5.53112393910158
"SMARCD2","ENSG00000108604","SMARCD2","ENSG00000108604.14",3734,"protein_coding","6603",-0.138782869664684,7.43954523437864,-1.70045968506939,0.0923980181810875,0.158588091825729,-5.90436134614245
"ZG16B","ENSG00000162078","ZG16B","ENSG00000162078.10",2665,"protein_coding","124220",0.444515406373507,4.71062079960182,1.70044062756271,0.0924016146079414,0.158588091825729,-5.79105563441099
"NMT1","ENSG00000136448","NMT1","ENSG00000136448.10",6669,"protein_coding","4836",0.107225059589495,6.91786477497796,1.70041048539563,0.0924073031036016,0.158588091825729,-5.90387105403726
"CCDC65","ENSG00000139537","CCDC65","ENSG00000139537.9",2373,"protein_coding","85478",0.308595881032853,0.00588324347381403,1.70017259474227,0.0924522083771269,0.158645252312425,-5.11519979419955
"DAAM1","ENSG00000100592","DAAM1","ENSG00000100592.14",10712,"protein_coding","23002",-0.249935437028878,4.54018862392546,-1.70001227992322,0.0924824801419661,0.15867729094102,-5.75662135184287
"CDKN2A","ENSG00000147889","CDKN2A","ENSG00000147889.15",4329,"protein_coding","1029",0.618430776245549,2.45145038308479,1.69922771997097,0.0926307429096446,0.158911739811629,-5.43465652437521
"MOGAT2","ENSG00000166391","MOGAT2","ENSG00000166391.13",4139,"protein_coding","80168",-0.853136890219203,3.00855116903068,-1.69867186249314,0.0927359037982906,0.159072196156636,-5.51859283155973
"RPL18","ENSG00000063177","RPL18","ENSG00000063177.11",4209,"protein_coding","6141",0.182309538381698,10.3261794078725,1.69817892322073,0.092829242862822,0.159212336536386,-5.88683851090298
"ZNF879","ENSG00000234284","ZNF879","ENSG00000234284.5",3883,"protein_coding","345462",-0.46067610348187,-0.130543505492925,-1.69747113620635,0.0929633977985768,0.159422436696205,-5.1028485736101
"LDHA","ENSG00000134333","LDHA","ENSG00000134333.12",6210,"protein_coding","3939",-0.220824621314904,9.93070998599914,-1.69705357262572,0.0930426175220748,0.15953828788604,-5.89243575654982
"DTX2","ENSG00000091073","DTX2","ENSG00000091073.18",5042,"protein_coding","113878",0.221879269253244,5.96480023238993,1.69602048891773,0.093238849720113,0.159854723799412,-5.89133443145473
"TADA1","ENSG00000152382","TADA1","ENSG00000152382.5",2963,"protein_coding","117143",-0.152843222505936,4.06821657993113,-1.69583898409261,0.0932733610328798,0.159893850383222,-5.70569748039321
"YTHDC2","ENSG00000047188","YTHDC2","ENSG00000047188.14",10816,"protein_coding","64848",-0.206009378785626,4.79688421884744,-1.69569824634194,0.0933001280665929,0.159919693194844,-5.79633939485442
"CTPS1","ENSG00000171793","CTPS1","ENSG00000171793.12",5462,"protein_coding","1503",-0.169943111246008,5.6642530459158,-1.69523145544887,0.0933889522702962,0.160019373801367,-5.8720862271969
"LMO2","ENSG00000135363","LMO2","ENSG00000135363.10",3109,"protein_coding","4005",0.258975065326841,2.43994685494854,1.69522112616631,0.0933909185771829,0.160019373801367,-5.43846732878946
"ABCB8","ENSG00000197150","ABCB8","ENSG00000197150.11",9336,"protein_coding","11194",0.150816227881734,5.67308406927977,1.69520819260478,0.0933933806884279,0.160019373801367,-5.87832470177612
"SLC26A6","ENSG00000225697","SLC26A6","ENSG00000225697.9",6373,"protein_coding","65010",-0.252686248820977,5.93283720883326,-1.69492493591659,0.0934473164235396,0.160091732720588,-5.88586965657722
"ARHGEF16","ENSG00000130762","ARHGEF16","ENSG00000130762.13",5563,"protein_coding","27237",0.194405981047295,6.12948042646602,1.69466102970284,0.0934975904281417,0.160157801111599,-5.89907831190916
"ATAD3B","ENSG00000160072","ATAD3B","ENSG00000160072.18",7682,"protein_coding","83858",0.318072137578914,5.01536670823575,1.6940439476045,0.0936152303294742,0.160339233714819,-5.83309028486242
"FAAH2","ENSG00000165591","FAAH2","ENSG00000165591.6",2019,"protein_coding","158584",-0.255953927609363,3.30143816331706,-1.69387007405651,0.0936483991853135,0.160375961444437,-5.58050729694884
"CALB2","ENSG00000172137","CALB2","ENSG00000172137.17",1703,"protein_coding","794",0.812010217371875,0.918712866046097,1.69326229415125,0.093764417135628,0.160542563763752,-5.23102807172731
"HNRNPH3","ENSG00000096746","HNRNPH3","ENSG00000096746.16",5373,"protein_coding","3189",-0.169556642473378,6.96233152182704,-1.69323747182502,0.0937691579111428,0.160542563763752,-5.91406353317124
"KCNH2","ENSG00000055118","KCNH2","ENSG00000055118.13",5877,"protein_coding","3757",-0.448825396204019,3.66503446156048,-1.6925592759343,0.0938987610423086,0.160744337113479,-5.64477879251754
"ZNF143","ENSG00000166478","ZNF143","ENSG00000166478.8",4233,"protein_coding","7702",0.149939415400442,4.10882917680926,1.6924099538984,0.0939273160614324,0.160773098371702,-5.72191765944999
"BICDL2","ENSG00000162069","BICDL2","ENSG00000162069.13",4690,"protein_coding","146439",-0.291576007055943,5.34492508821515,-1.69227973073397,0.0939522245586402,0.160795611550686,-5.85544061494803
"HDAC1","ENSG00000116478","HDAC1","ENSG00000116478.10",3963,"protein_coding","3065",-0.142915146816458,8.00794587870035,-1.69207749731121,0.0939909175226532,0.160841707728619,-5.91646657140858
"C16orf95","ENSG00000260456","C16orf95","ENSG00000260456.5",3670,"protein_coding","100506581",0.284646667851796,0.589111287450259,1.69119450443353,0.0941600111435263,0.161110912236822,-5.19474421170858
"ZNF93","ENSG00000184635","ZNF93","ENSG00000184635.12",4888,"protein_coding","81931",-0.425017435474603,1.6723621567355,-1.69106032826234,0.0941857276340801,0.161117798401985,-5.32762518409136
"EVI5L","ENSG00000142459","EVI5L","ENSG00000142459.7",6252,"protein_coding","115704",0.200625213407875,4.11802610726652,1.6910505896145,0.0941875943867726,0.161117798401985,-5.72624313782454
"PTPRF","ENSG00000142949","PTPRF","ENSG00000142949.15",10712,"protein_coding","5792",-0.237506990661231,8.66880230508507,-1.69065723970855,0.094263018864036,0.161226656498973,-5.91409979537748
"AARS","ENSG00000090861","AARS","ENSG00000090861.14",4498,"protein_coding","16",-0.158352171912747,7.48982296172889,-1.69035245957732,0.094321493997833,0.161306500988042,-5.92095019424695
"RBP4","ENSG00000138207","RBP4","ENSG00000138207.11",1449,"protein_coding","5950",-0.608472228996362,2.76797696624635,-1.68953228717337,0.0944789990930328,0.161555663157208,-5.49584897537052
"ARMCX2","ENSG00000184867","ARMCX2","ENSG00000184867.12",3589,"protein_coding","9823",-0.377386975459964,2.74515512779356,-1.68922435944633,0.0945381885152996,0.161636667814034,-5.4925277566238
"MOB1A","ENSG00000114978","MOB1A","ENSG00000114978.16",6440,"protein_coding","55233",-0.221378449065172,7.28322632129935,-1.68913632736744,0.0945551154643995,0.161645402989883,-5.92214125865231
"AHCY","ENSG00000101444","AHCY","ENSG00000101444.11",3894,"protein_coding","191",-0.269115251508238,8.86649127550563,-1.68847796640543,0.0946817844387041,0.161841720513946,-5.9160845732995
"ZNF222","ENSG00000159885","ZNF222","ENSG00000159885.12",2003,"protein_coding","7673",-0.33550504706238,0.510955134641866,-1.68815599639375,0.0947437819253865,0.161927458350048,-5.18748678333874
"ADGRF5","ENSG00000069122","ADGRF5","ENSG00000069122.17",6650,"protein_coding","221395",-0.272604138241701,3.99950834210765,-1.68788081762184,0.0947967956419823,0.16199782243766,-5.70278261801755
"HPS5","ENSG00000110756","HPS5","ENSG00000110756.16",6433,"protein_coding","11234",0.172132261041903,4.25614180644175,1.68763230828011,0.0948446921961016,0.162059425341446,-5.74943673055949
"RPS27A","ENSG00000143947","RPS27A","ENSG00000143947.11",3130,"protein_coding","6233",-0.192649552181205,9.17983444280071,-1.68746400746637,0.0948771409152132,0.16209462071425,-5.91518892148081
"NDOR1","ENSG00000188566","NDOR1","ENSG00000188566.10",2851,"protein_coding","27158",0.226015585790373,4.1522240133031,1.68697123209561,0.0949722009313677,0.16217562024645,-5.73829451391524
"SEPSECS","ENSG00000109618","SEPSECS","ENSG00000109618.10",6232,"protein_coding","51091",-0.193764511145728,3.85073650754317,-1.68694676668579,0.0949769225097573,0.16217562024645,-5.68334337725952
"DNHD1","ENSG00000179532","DNHD1","ENSG00000179532.11",19629,"protein_coding","144132",-0.343255128064212,2.92679857568659,-1.68693102006361,0.0949799615507787,0.16217562024645,-5.52816965959714
"DBT","ENSG00000137992","DBT","ENSG00000137992.13",11303,"protein_coding","1629",-0.209267324894642,4.40673931698509,-1.68691916415914,0.0949822497496248,0.16217562024645,-5.7646444916282
"ZFAND3","ENSG00000156639","ZFAND3","ENSG00000156639.10",4036,"protein_coding","60685",-0.13245206292898,6.13969452074053,-1.68691095110226,0.0949838349023474,0.16217562024645,-5.90800804691671
"HLCS","ENSG00000159267","HLCS","ENSG00000159267.13",7889,"protein_coding","3141",-0.168228349411113,4.85268432054199,-1.68659094876028,0.0950456133996319,0.16226084624066,-5.82084369869002
